Date,Open,High,Low,Close,Adj Close,Volume,SMA(open)5D,TMA 30D,SMA(high)5D,TMA 30D,SMA(low)5D,TMA 30D,SMA(close)5D,TMA 30D,SMA(adjclose)5D,TMA 30D,SMA(volume)5D,TMA 30D
2021-01-19,1994.650024,2031,1994.650024,2016.400024,2009.934204,14771048,1944.25,1972.962994,1974.530005,1989.354669,1920.16001,1947.946337,1955.569995,1968.728338,1949.299268,1962.415391,13386077.4,11497930.43
2021-01-20,2021.400024,2058,2001.400024,2054.699951,2048.111328,14271669,1962.580005,1972.568994,1988.730005,1989.609336,1939.11001,1947.384337,1967.43999,1968.88967,1961.131201,1962.576207,12541077.6,11527163.87
2021-01-21,2082,2120,2075,2099.399902,2092.667969,18038987,1974.15,1972.785328,2005.340015,1990.278003,1955.700024,1947.326003,1990.619971,1969.257336,1984.236841,1962.942694,12938436.2,11617745.08
2021-01-22,2111,2115.350098,2035.150024,2049.600098,2043.027832,14090818,2001.55,1973.248661,2035.96001,1991.180337,1982.890015,1947.687671,2018.379956,1970.138669,2011.907813,1963.821201,14556870,11648801.13
2021-01-25,2034.949951,2034.949951,1932,1941,1934.776001,25016570,2031.630005,1974.282328,2064.27002,1992.62467,2005.91001,1948.527338,2040.809985,1971.486668,2034.265918,1965.164878,15474275.6,11712310.25
2021-01-27,1925,1925,1888,1895,1888.923462,19553809,2048.8,1975.987996,2071.86001,1994.696671,2007.640014,1949.852005,2032.219995,1973.296001,2025.703467,1966.96841,17237818.4,11842457.67
2021-01-28,1880.150024,1923.300049,1870,1876.550049,1870.532715,15722291,2034.869995,1977.972663,2050.66001,1996.561671,1986.31001,1951.006006,2007.93999,1974.425335,2001.501318,1968.094122,18194370.6,12005300.81
2021-01-29,1894.300049,1913.099976,1830,1841.949951,1836.043579,20173258,2006.619995,1979.043997,2023.72002,1997.386671,1960.030005,1951.144006,1972.31001,1974.524667,1965.985596,1968.193136,18484495,12202888.59
2021-02-01,1859.400024,1905,1848,1895.300049,1889.222534,15774504,1969.080005,1978.983331,1982.340015,1997.477338,1911.030005,1950.332007,1920.82002,1973.565667,1914.660718,1967.237212,18911349.2,12486607.86
2021-02-02,1914.25,1940,1854.949951,1925.800049,1919.624756,19138414,1918.76001,1977.817665,1940.269995,1996.447672,1873.6,1948.110341,1889.96001,1971.226334,1883.899658,1964.90538,19248086.4,12817212.07
2021-02-03,1928.300049,1952,1900,1930.650024,1924.459229,13984228,1894.620019,1975.222,1921.280005,1994.17234,1858.18999,1944.800008,1886.92002,1968.001,1880.869409,1961.690389,18072455.2,13146159.32
2021-02-04,1924,1940,1905,1924.300049,1918.129517,11826848,1895.280029,1972.041001,1926.680005,1991.484674,1860.58999,1941.037675,1894.050024,1964.769334,1887.976563,1958.469085,16958539,13462002.39
2021-02-05,1930.050049,1944.650024,1920,1923.75,1917.581299,9344470,1904.050024,1968.868336,1930.019995,1988.930341,1867.58999,1938.229342,1903.600024,1962.119334,1897.495923,1955.827584,16179450.4,13658190.16
2021-02-08,1933.050049,1969,1929.050049,1951.449951,1945.192383,9776136,1911.200024,1966.259337,1936.330005,1986.692674,1885.58999,1936.138675,1919.960034,1960.038669,1913.803467,1953.75359,14013692.8,13798906.97
2021-02-09,1961.949951,1989.599976,1952.300049,1956.150024,1949.877441,9047308,1925.930029,1964.275338,1949.130005,1984.955341,1901.8,1934.948341,1931.190015,1958.721337,1924.997437,1952.440482,12814019.2,13864538.57
2021-02-10,1953.75,1984.75,1927.300049,1974.300049,1967.969238,9799560,1935.47002,1963.032339,1959.05,1983.686007,1921.27002,1934.506675,1937.26001,1957.721338,1931.047974,1951.443688,10795798,13888566.94
2021-02-11,1980,2064.199951,1972.25,2055.699951,2049.108154,19631870,1940.56001,1961.930007,1965.6,1982.660007,1926.730029,1934.512008,1945.990015,1956.845339,1939.749976,1950.570497,9958864.4,13849151.24
2021-02-12,2055.5,2078,2015.400024,2041.599976,2035.053345,14074374,1951.76001,1961.004007,1990.43999,1981.917007,1940.180029,1933.850675,1972.269995,1955.924672,1965.945703,1949.652782,11519868.8,13860365.34
2021-02-15,2048.050049,2061.300049,2025,2032.599976,2026.082275,7287590,1976.85,1960.143008,2017.109985,1981.680006,1959.260034,1933.057008,1995.83999,1955.488005,1989.440112,1949.217515,12465849.6,13942369.41
2021-02-16,2039.75,2079.399902,2035,2059.5,2052.895996,9886093,1999.85,1959.695008,2035.569995,1981.929006,1978.450024,1932.513009,2012.069995,1955.56067,2005.618091,1949.289948,11968140.4,14058122.06
2021-02-17,2060,2095.949951,2050.600098,2083.25,2076.569824,10957388,2015.41001,1959.740342,2053.52998,1982.805339,1994.990015,1932.368009,2032.73999,1956.218669,2026.221802,1949.945838,12135897.4,14190394.9
2021-02-18,2085,2108.399902,2059.100098,2067.699951,2061.06958,8605531,2036.66001,1960.381676,2075.769971,1984.407671,2019.650024,1932.956342,2054.529981,1957.648668,2047.941919,1951.371253,12367463,14305824.49
2021-02-19,2057,2104.949951,2053.300049,2080.300049,2073.629395,10800704,2057.66001,1961.998009,2084.609961,1986.94267,2037.020044,1934.543676,2056.929981,1959.964667,2050.334204,1953.679828,10162195.2,14412016.95
2021-02-22,2080,2089.899902,1994.949951,2008.099976,2001.660767,10985697,2057.96001,1964.51001,2089.999951,1990.047002,2044.600049,1937.179344,2064.669995,1962.902333,2058.049414,1956.608075,9507461.2,14369759.57
2021-02-23,2048,2052.899902,2013.599976,2023.449951,2016.961548,11834752,2064.35,1967.518677,2095.719922,1993.777,2038.590039,1940.557345,2059.769995,1966.592333,2053.165112,1960.286244,10247082.6,14264005.13
2021-02-24,2030,2065.25,2026.150024,2061,2054.391113,4987735,2066,1971.20701,2090.419922,1998.088331,2034.310034,1944.201013,2052.559985,1970.477667,2045.978223,1964.15912,10636814.4,14128986.13
2021-02-25,2076,2152,2073,2144.350098,2137.474121,16085897,2060,1975.325676,2084.279931,2002.623661,2029.42002,1948.205347,2048.109985,1974.746667,2041.542481,1968.414431,9442883.8,13979901.09
2021-02-26,2117,2133.899902,2070.699951,2085.800049,2079.111816,17297575,2058.2,1979.684342,2092.999951,2007.111658,2032.2,1952.420681,2063.440015,1978.927666,2056.823389,1972.582024,10938957,13738596.75
2021-03-01,2110.199951,2112,2062.5,2101.699951,2094.960693,8159670,2070.2,1983.998675,2098.789941,2011.830657,2035.67998,1956.640015,2064.540015,1983.455999,2057.919873,1977.095837,12238331.2,13608024.13
2021-03-02,2122,2130,2089.100098,2106,2099.246826,7915073,2076.23999,1988.549674,2103.209961,2016.596654,2049.18999,1960.749347,2083.26001,1987.691333,2076.579858,1981.317591,11673125.8,13553907.91
2021-03-03,2121.050049,2219.899902,2107.199951,2202.100098,2195.038818,14733134,2091.03999,1993.018007,2118.62998,2021.273986,2064.290015,1965.256013,2099.77002,1992.525667,2093.036914,1986.136424,10889190,13502324.86
2021-03-04,2180,2189.949951,2157.699951,2175.850098,2168.873047,9892597,2109.25,1997.911007,2149.559961,2026.077318,2080.5,1970.060347,2127.990039,1997.332334,2121.166455,1990.927679,12838269.8,13419095.28
2021-03-05,2156,2211.949951,2153.050049,2178.699951,2171.713623,11773630,2130.05,2002.800006,2157.149951,2031.438317,2097.43999,1974.773346,2134.290039,2002.684002,2127.44624,1996.262188,11599609.8,13429001.69
2021-03-08,2168.5,2231.899902,2168,2191.100098,2184.073975,9002404,2137.85,2007.996673,2172.759961,2036.498648,2113.91001,1979.498012,2152.87002,2007.473005,2145.966601,2001.035834,10494820.8,13384374.14
2021-03-09,2200,2213.800049,2146.600098,2191.050049,2184.02417,6993792,2149.51001,2012.540006,2196.739941,2041.058647,2135.01001,1983.865345,2170.750049,2011.956007,2163.789258,2005.50446,10663367.6,13248972.5
2021-03-10,2207,2215.100098,2170.25,2181.949951,2174.953369,5316182,2165.11001,2016.46934,2213.499951,2045.474311,2146.51001,1988.168678,2187.760059,2016.287342,2180.744727,2009.821905,10479111.4,13088608.9
2021-03-12,2195,2206.399902,2123.899902,2137.600098,2130.745605,7783173,2182.3,2020.34634,2212.53999,2050.195642,2159.12002,1992.797678,2183.730029,2021.472011,2176.727637,2014.989947,8595721,12863318.67
2021-03-15,2140.050049,2148.899902,2080.5,2108.899902,2102.137451,7706170,2185.3,2025.260674,2215.82998,2055.591641,2152.36001,1998.558012,2176.080029,2027.331679,2169.102148,2020.830824,8173836.2,12543363.68
2021-03-16,2114,2126,2095.5,2100.600098,2093.864258,6402757,2182.11001,2031.216674,2203.219971,2061.995307,2137.85,2004.969012,2162.12002,2034.124013,2155.186914,2027.601376,7360344.2,12199675.05
2021-03-17,2098.050049,2103,2035.099976,2055.350098,2048.759277,8865521,2171.21001,2038.317674,2182.03999,2069.357972,2123.35,2012.529679,2144.02002,2042.167346,2137.144971,2035.618916,6840414.8,11814641.55
2021-03-18,2072.899902,2084.800049,2001,2009.099976,2002.657593,9528809,2150.82002,2046.732674,2159.87998,2077.416972,2101.049976,2020.854679,2116.880029,2050.636013,2110.091992,2044.060426,7214760.6,11401052.5
2021-03-19,1991,2095.850098,1982.800049,2082,2075.32373,19284892,2124,2055.272674,2133.819971,2085.370304,2067.199976,2028.950011,2082.310034,2058.301347,2075.632837,2051.701179,8057286,11039129.35
2021-03-22,2071,2074,2033.199951,2062.399902,2055.786621,8571196,2083.2,2062.896673,2111.71001,2092.27497,2038.980005,2035.837011,2071.190015,2064.576681,2064.548462,2057.956388,10357629.8,10742420.91
2021-03-23,2061.949951,2109.699951,2056,2087.5,2080.806152,8039865,2069.38999,2068.868339,2096.730029,2098.331304,2029.519995,2041.550011,2061.890015,2070.163014,2055.278296,2063.524806,10530635,10548360.23
2021-03-24,2079.75,2079.75,2040.400024,2047.300049,2040.735107,7763726,2058.97998,2074.141338,2093.47002,2103.677971,2021.619995,2046.347678,2059.269995,2074.894013,2052.666675,2068.240634,10858056.6,10432258.3
2021-03-25,2054,2054,1985,1991.449951,1985.064087,10153757,2055.319971,2078.576336,2088.82002,2108.489305,2022.680005,2050.341678,2057.659985,2079.163346,2051.061841,2072.496275,10637697.6,10367059.55
2021-03-26,2012,2013.699951,1973.699951,1994.650024,1988.253906,9313160,2051.53999,2082.571335,2082.66001,2112.814972,2019.480005,2053.722011,2054.12998,2083.176678,2047.543139,2076.496737,10762687.2,10361789.53
2021-03-30,2008,2048.899902,1991.550049,2029.300049,2022.792847,9433842,2055.73999,2086.270667,2066.22998,2116.716973,2017.659985,2056.813677,2036.659985,2086.781344,2030.129175,2080.089843,8768340.8,10388583.63
2021-03-31,2018,2049.899902,1999,2003.099976,1996.676758,7499740,2043.13999,2089.736667,2061.209961,2119.243306,2009.330005,2059.396342,2030.040015,2088.927677,2023.53042,2082.229292,8940870,10296866.03
2021-04-01,2018,2030,2003.150024,2021.849976,2015.366699,5410307,2034.35,2091.946333,2049.249951,2120.713305,1997.930005,2061.065341,2013.16001,2090.067678,2006.704541,2083.365635,8832845,10179366.71
2021-04-05,2024.949951,2025,1962.099976,1992.599976,1986.210449,6864856,2022,2093.096333,2039.299951,2121.169303,1990.480005,2061.714674,2008.069995,2090.104011,2001.630859,2083.40185,8362161.2,10074856.86
2021-04-06,2004,2004.949951,1969,1984.300049,1977.937134,6465241,2016.18999,2093.315999,2033.499951,2120.694969,1985.9,2061.56434,2008.3,2089.281678,2001.860132,2082.582152,7704381,9949065.653
2021-04-07,2000,2046.900024,1993.300049,2002.849976,1996.427612,11198918,2014.58999,2092.633665,2031.749951,2119.285968,1984.96001,2060.439339,2006.230005,2087.740679,1999.796777,2081.046093,7134797.2,9793629.587
2021-04-08,2011,2022,1993,2005.349976,1998.919556,7092878,2012.98999,2091.197998,2031.349975,2117.523968,1985.31001,2058.704005,2000.939991,2086.05068,1994.52373,2079.361512,7487812.4,9692716.32
2021-04-09,1998.449951,2006.349976,1980,1982.050049,1975.694336,6478482,2011.58999,2089.698997,2025.769995,2115.568969,1984.11001,2056.72767,2001.389991,2083.926346,1994.97229,2077.243989,7406440,9625394.693
2021-04-12,1959,1961.400024,1900.25,1911.150024,1905.021729,9646031,2007.67998,2087.94033,2021.03999,2113.237305,1979.480005,2054.911669,1993.430005,2081.980346,1987.037817,2075.304228,7620075,9530706.607
2021-04-13,1924,1940.599976,1917.849976,1931.800049,1925.605469,8958261,1994.48999,2085.99633,2008.319995,2110.92464,1967.11001,2053.084001,1977.140015,2080.009347,1970.800073,2073.339548,8176310,9430148.627
2021-04-15,1926.300049,1961,1913,1944.300049,1938.06543,9102492,1978.48999,2083.812663,1995.45,2108.392642,1956.880005,2051.007001,1966.640015,2077.643681,1960.33374,2070.981468,8674914,9387929.5
2021-04-16,1936.599976,1949.900024,1926.449951,1932.099976,1925.904541,7225679,1963.75,2081.155662,1978.269995,2105.140977,1940.819995,2048.496335,1954.930029,2074.417014,1948.661304,2067.765146,8255628.8,9312461.4
2021-04-19,1904,1916.400024,1890,1901.699951,1895.601929,8527967,1948.869995,2077.607329,1963.85,2101.123646,1927.509985,2045.334335,1940.280029,2070.763348,1934.058301,2064.123194,8282189,9179704.653
2021-04-20,1910.5,1919,1890.449951,1901.150024,1895.053833,7939490,1929.980005,2073.361663,1945.86001,2096.478314,1909.509985,2041.278335,1924.21001,2065.997349,1918.03982,2059.372476,8692086,9066673.427
2021-04-22,1892.25,1914.449951,1876.699951,1906.400024,1900.286987,6687573,1920.280005,2067.992996,1937.380005,2090.719315,1907.549976,2036.119001,1922.21001,2060.145348,1916.04624,2053.539239,8350777.8,8993436.627
2021-04-23,1906,1918.900024,1895.349976,1904.349976,1898.243408,5459016,1913.930005,2061.693997,1932.15,2083.64665,1899.319971,2030.354,1917.130005,2053.286014,1910.982544,2046.701899,7896640.2,8843853.56
2021-04-26,1920,1962,1911.5,1937.849976,1931.635986,9620785,1909.869995,2054.489997,1923.730005,2076.146651,1895.789966,2023.749999,1909.13999,2046.047346,1903.01814,2039.486442,7167945,8720421.24
2021-04-27,1940,1997.199951,1938.25,1988.650024,1982.273193,9226547,1906.55,2046.890663,1926.15,2067.845653,1892.799976,2016.479331,1910.28999,2037.923012,1904.164429,2031.38816,7646966.2,8609525.38
2021-04-28,1997.849976,2008,1980.150024,1997.300049,1990.895508,7902002,1913.75,2038.791996,1942.309985,2058.825988,1902.449976,2008.405663,1927.680005,2029.24101,1921.498681,2022.733999,7786682.2,8508978.667
2021-04-29,2022.900024,2044.5,2007.300049,2024.050049,2017.559692,8035915,1931.219995,2030.413329,1960.109985,2049.786322,1920.38999,2000.270329,1946.91001,2020.571675,1940.667016,2014.092464,7779184.6,8419231.027
2021-04-30,2008.5,2036,1987.550049,1994.5,1988.10437,9150974,1957.35,2022.043996,1986.119995,2041.371989,1946.51001,1992.312661,1970.440015,2012.677674,1964.121557,2006.223777,8048853,8392013.147
2021-05-03,1966,1979,1943.099976,1959.050049,1952.768188,10909942,1977.85,2014.445662,2009.53999,2033.714989,1964.950024,1985.450994,1988.47002,2005.823007,1982.09375,1999.39109,8787244.6,8387847.04
2021-05-04,1950,1967.800049,1911,1916.599976,1910.454224,10083693,1987.05,2007.636995,2012.93999,2027.25899,1971.27002,1979.687662,1992.710034,2000.034674,1986.32019,1993.621318,9045076,8435410.387
2021-05-05,1923.349976,1938.5,1908.050049,1920.099976,1913.942993,5719649,1989.05,2001.498328,2007.06001,2021.622323,1965.82002,1974.618329,1978.300025,1994.991008,1971.956396,1988.593826,9216505.2,8508899.093
2021-05-06,1921.849976,1935,1906.599976,1931,1924.807983,6749281,1974.15,1996.105994,1993.16001,2016.528324,1951.400025,1970.110664,1962.86001,1990.371674,1956.565893,1983.989306,8780034.6,8575623.913
2021-05-07,1937.75,1955.650024,1926,1931.75,1925.555664,5671163,1953.93999,1991.110994,1971.26001,2011.839659,1931.26001,1966.250666,1944.25,1986.390007,1938.015552,1980.020408,8522707.8,8599715.533
2021-05-10,1939,1946.800049,1920.949951,1926.199951,1920.023438,6433879,1939.78999,1986.802327,1955.190015,2007.157992,1918.95,1962.659999,1931.7,1982.158673,1925.50581,1975.802644,7826745.6,8538551.467
2021-05-11,1915,1938.550049,1910,1933.150024,1926.951172,6220217,1934.38999,1982.482327,1948.750024,2002.439992,1914.519995,1958.974333,1925.129981,1977.819006,1918.95686,1971.476894,6931533,8448421.82
2021-05-12,1930.099976,1932.900024,1907,1913.150024,1907.015259,6081627,1927.38999,1978.329328,1942.900024,1997.615992,1914.319995,1955.404333,1928.43999,1973.347672,1922.25625,1967.019901,6158837.8,8317537.7
2021-05-14,1928.050049,1942,1906,1937.300049,1931.087891,6134079,1928.73999,1974.064995,1941.780029,1992.751992,1914.109985,1951.792332,1927.05,1969.040339,1920.870703,1962.726381,6231233.4,8168242.373
2021-05-17,1937.300049,1963.449951,1930.400024,1960.349976,1954.063843,5479424,1929.980005,1969.971662,1943.180029,1988.055993,1913.98999,1948.279998,1928.31001,1964.804339,1922.126685,1958.503966,6108193,8017193.913
2021-05-18,1981,2002.599976,1972.5,1987.949951,1981.575317,5567958,1929.890015,1965.779662,1944.740015,1983.954328,1914.869995,1944.824332,1934.030005,1961.192673,1927.828321,1954.903883,6069845.2,7928522.32
2021-05-19,1980,2016.449951,1972,1997.050049,1990.64624,7530294,1938.290015,1962.004663,1955.9,1980.071996,1925.180005,1941.675665,1946.380005,1957.99234,1940.138696,1951.713813,5896661,7832821.493
2021-05-20,1997.900024,2010.900024,1981,1985.400024,1979.033569,5271497,1951.290015,1958.802664,1971.47998,1976.960331,1937.580005,1939.250665,1959.16001,1955.76634,1952.87771,1949.494952,6158676.4,7734948.693
2021-05-21,1992,2009.599976,1986,2002.550049,1996.128662,4977555,1964.850024,1956.445664,1987.07998,1974.699665,1952.380005,1937.487332,1973.61001,1954.136007,1967.281372,1947.869847,5996650.4,7661499.2
2021-05-24,2008,2009.800049,1982,1985.650024,1979.282837,3946636,1977.640015,1954.734332,2000.599976,1973.152333,1968.380005,1936.369998,1986.66001,1952.979674,1980.289526,1946.717222,5765345.6,7604574.847
2021-05-25,1996.400024,1997,1960,1963.150024,1956.85498,6821015,1991.780005,1953.502666,2009.869995,1972.114001,1978.7,1935.817332,1991.720019,1952.327341,1985.333325,1946.06698,5458788,7558926.46
2021-05-26,1975,1979.5,1965.300049,1970.050049,1963.73291,3452113,1994.86001,1952.795667,2008.75,1971.398001,1976.2,1935.596998,1986.760034,1952.020008,1980.389258,1945.760633,5709399.4,7491292.313
2021-05-27,1970.300049,1993,1962.25,1976.099976,1969.763428,12377100,1993.86001,1952.238001,2001.36001,1970.830668,1974.86001,1935.333331,1981.360034,1951.532343,1975.006592,1945.274532,4893763.2,7434724.293
2021-05-28,1990,2105,1990,2094.800049,2088.082764,26060864,1988.340015,1951.777335,1997.780005,1970.174669,1971.11001,1935.179331,1979.500024,1951.130011,1973.152563,1944.873491,6314883.8,7343847.233
2021-05-31,2102,2191.699951,2085.050049,2160.300049,2153.372803,27285782,1987.940015,1951.572336,2016.86001,1969.823336,1971.91001,1935.312664,1997.950024,1951.208678,1991.543384,1944.951908,10531545.6,7281799.693
2021-06-01,2166,2202,2146.5,2168.899902,2161.945068,12928379,2006.740015,1951.887336,2053.23999,1970.537003,1992.52002,1935.813665,2032.880029,1952.252345,2026.361377,1945.992229,15199374.8,7343687.413
2021-06-02,2157,2209.5,2157,2201.25,2194.191406,11366816,2040.66001,1953.320337,2094.23999,1973.036003,2029.82002,1937.536999,2074.030005,1954.850678,2067.379395,1948.582231,16420847.6,7575145.613
2021-06-03,2221,2250,2196.100098,2209.649902,2202.564453,11064116,2077.06001,1956.380004,2140.23999,1977.382336,2068.16001,1940.947333,2120.269995,1959.30901,2113.471094,1953.026268,18003788.2,7846434.233
2021-06-04,2214.800049,2216.449951,2184.25,2190.5,2183.47583,6677278,2127.2,1961.282671,2191.63999,1983.861668,2114.930029,1946.235667,2166.97998,1965.844343,2160.031299,1959.540644,17741191.4,8156824.307
2021-06-07,2202,2242,2185,2227.399902,2220.257568,7539326,2172.16001,1968.180004,2213.92998,1992.337001,2153.780029,1953.148336,2186.119971,1974.003342,2179.109912,1967.673479,13864474.2,8469838.093
2021-06-08,2226.600098,2227.149902,2198.149902,2214.600098,2207.498779,4464889,2192.16001,1976.787671,2223.98999,2001.729667,2173.77002,1961.630338,2199.539941,1982.969674,2192.486865,1976.611058,9915183,8668765.893
2021-06-09,2219,2221,2157.949951,2175,2168.025635,5265326,2204.280029,1986.197338,2229.019971,2011.738333,2184.1,1970.89634,2208.67998,1992.649673,2201.597607,1986.260015,8222485,8760340.493
2021-06-10,2193.399902,2230,2177.550049,2183,2176,6532832,2216.680029,1996.121672,2231.319971,2021.833999,2184.28999,1980.60634,2203.42998,2002.596006,2196.364453,1996.174455,7002187,8779524.453
2021-06-11,2182.899902,2228,2180.100098,2213.149902,2213.149902,6351520,2211.16001,2006.21934,2227.319971,2031.467665,2180.57998,1990.001008,2198.1,2011.787672,2191.051562,2005.336647,6095930.2,8753374.613
2021-06-14,2215,2258.25,2195.050049,2244.899902,2244.899902,9383416,2204.77998,2015.550674,2229.62998,2040.374665,2179.75,1998.674007,2202.62998,2020.160671,2196.986377,2013.682799,6030778.6,8697266.133
2021-06-15,2261,2274.899902,2240.300049,2250,2250,7002898,2207.37998,2023.79834,2232.87998,2048.491664,2181.76001,2006.448674,2206.12998,2027.900337,2201.914844,2021.444959,6399596.6,8629996.987
2021-06-16,2244.899902,2247.050049,2205.850098,2211.600098,2211.600098,4982975,2214.259961,2031.449339,2242.42998,2055.936331,2190.190039,2013.675673,2213.209961,2035.155669,2210.415088,2028.772329,6907198.4,8550408.72
2021-06-17,2200,2235,2179.899902,2215.649902,2215.649902,7266765,2219.439941,2039.023005,2247.63999,2063.585997,2199.770069,2020.973007,2220.52998,2042.505666,2219.12998,2036.242159,6850728.2,8479146.133
2021-06-18,2225.5,2235,2184.350098,2225.649902,2225.649902,13553801,2220.759961,2046.702669,2248.63999,2071.60533,2200.240039,2028.771342,2227.059961,2050.579998,2227.059961,2044.481278,6997514.8,8400286.9
2021-06-21,2203.5,2247.5,2200.149902,2237.25,2237.25,5624044,2229.27998,2054.923001,2250.03999,2080.121329,2201.090039,2037.066009,2229.559961,2059.386663,2229.559961,2053.497747,8437971,8340869.573
2021-06-22,2254,2261,2219.350098,2225.75,2225.75,5940386,2226.97998,2064.101001,2247.88999,2089.413995,2202.11001,2046.060343,2228.02998,2068.896995,2228.02998,2063.215894,7686096.6,8338045.013
2021-06-23,2250,2250.600098,2201.699951,2205.350098,2205.350098,7685796,2225.57998,2073.674001,2245.11001,2099.170661,2197.92002,2055.49901,2223.17998,2078.774661,2223.17998,2073.300033,7473594.2,8333356.713
2021-06-24,2206.850098,2214.600098,2140,2153.5,2153.5,42209687,2226.6,2083.380334,2245.82002,2109.049327,2197.08999,2064.945678,2221.92998,2088.709661,2221.92998,2083.440804,8014158.4,8351425.42
2021-06-25,2153.5,2153.5,2081.100098,2104.449951,2104.449951,25546334,2227.97002,2093.354001,2241.740039,2119.14666,2189.11001,2074.371344,2209.5,2098.492661,2209.5,2093.429928,15002742.8,8413269.44
2021-06-28,2122,2126.5,2081,2086,2086,9357852,2213.57002,2103.328335,2225.440039,2129.145327,2168.46001,2083.538012,2185.26001,2107.907661,2185.26001,2103.050905,17401249.4,8705653.087
2021-06-29,2089.5,2109,2084.100098,2087.800049,2087.800049,12526981,2197.27002,2112.781335,2201.240039,2138.553994,2144.630029,2092.020346,2155.01001,2116.472661,2155.01001,2111.822016,18148011,9082088.3
2021-06-30,2096.25,2122.649902,2091.050049,2110.649902,2110.649902,9120556,2164.37002,2121.694002,2170.840039,2147.103995,2117.580029,2099.679014,2127.42002,2123.838661,2127.42002,2119.394739,19465330,9484693.827
2021-07-01,2118,2123.149902,2095,2097.949951,2097.949951,5784627,2133.62002,2129.230002,2145.25,2154.268663,2095.450049,2106.092348,2108.47998,2129.873328,2108.47998,2125.637449,19752282,9936982.793
2021-07-02,2097,2132.899902,2092.949951,2129.050049,2129.050049,6500973,2115.85,2135.307669,2126.959961,2160.060997,2086.450049,2111.354683,2097.369971,2134.850661,2097.369971,2130.824192,12467270,10390102.98
2021-07-05,2136.449951,2153.550049,2131.5,2150.199951,2150.199951,5400604,2104.55,2140.341002,2122.839941,2164.723663,2088.82002,2115.823684,2102.28999,2138.975993,2102.28999,2135.160478,8658197.8,10605790.3
2021-07-06,2144.949951,2148.899902,2120.199951,2124.800049,2124.800049,4646312,2107.43999,2144.571335,2128.249951,2168.798328,2098.92002,2119.838351,2115.12998,2142.830325,2115.12998,2139.227161,7866748.2,10702218.71
